prompt_id,prompt_number,generation_prompt,category,disease_primary,age,sex,severity,label_pneumonia_or_opacity,label_cardiomegaly,label_pleural_effusion,label_pneumothorax,label_edema,label_atelectasis,label_support_device,label_chronic_lung_disease,model_key,generator_name,folder,model_version_or_identifier,generated_image_id,image_relpath,image_path,image_exists
P037,37,65-year-old male. PA frontal chest radiograph. Findings: Diffuse interstitial pulmonary edema with small bilateral pleural effusions. Cardiac silhouette is enlarged. Impression: Pulmonary edema with small bilateral pleural effusions.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,65,male,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P037_sana,sana/P037.png,sana/P037.png,False
P037,37,65-year-old male. PA frontal chest radiograph. Findings: Diffuse interstitial pulmonary edema with small bilateral pleural effusions. Cardiac silhouette is enlarged. Impression: Pulmonary edema with small bilateral pleural effusions.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,65,male,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P037_gpt,gpt/P037.png,gpt/P037.png,False
P037,37,65-year-old male. PA frontal chest radiograph. Findings: Diffuse interstitial pulmonary edema with small bilateral pleural effusions. Cardiac silhouette is enlarged. Impression: Pulmonary edema with small bilateral pleural effusions.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,65,male,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P037_roentgen,roentgen/P037.png,roentgen/P037.png,False
P038,38,69-year-old female. PA frontal chest radiograph. Findings: Mild pulmonary vascular congestion. No pleural effusion or pneumothorax. Cardiomediastinal silhouette is mildly enlarged. Impression: Mild pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,69,female,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P038_gemini,gemini/P038.png,gemini/P038.png,False
P038,38,69-year-old female. PA frontal chest radiograph. Findings: Mild pulmonary vascular congestion. No pleural effusion or pneumothorax. Cardiomediastinal silhouette is mildly enlarged. Impression: Mild pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,69,female,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P038_sana,sana/P038.png,sana/P038.png,False
P038,38,69-year-old female. PA frontal chest radiograph. Findings: Mild pulmonary vascular congestion. No pleural effusion or pneumothorax. Cardiomediastinal silhouette is mildly enlarged. Impression: Mild pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,69,female,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P038_gpt,gpt/P038.png,gpt/P038.png,False
P038,38,69-year-old female. PA frontal chest radiograph. Findings: Mild pulmonary vascular congestion. No pleural effusion or pneumothorax. Cardiomediastinal silhouette is mildly enlarged. Impression: Mild pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,69,female,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P038_roentgen,roentgen/P038.png,roentgen/P038.png,False
P039,39,75-year-old male. PA frontal chest radiograph. Findings: Moderate bilateral interstitial and perihilar air-space edema. Small right pleural effusion. No pneumothorax. Impression: Moderate pulmonary edema with small right pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,75,male,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P039_gemini,gemini/P039.png,gemini/P039.png,False
P039,39,75-year-old male. PA frontal chest radiograph. Findings: Moderate bilateral interstitial and perihilar air-space edema. Small right pleural effusion. No pneumothorax. Impression: Moderate pulmonary edema with small right pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,75,male,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P039_sana,sana/P039.png,sana/P039.png,False
P039,39,75-year-old male. PA frontal chest radiograph. Findings: Moderate bilateral interstitial and perihilar air-space edema. Small right pleural effusion. No pneumothorax. Impression: Moderate pulmonary edema with small right pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,75,male,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P039_gpt,gpt/P039.png,gpt/P039.png,False
P039,39,75-year-old male. PA frontal chest radiograph. Findings: Moderate bilateral interstitial and perihilar air-space edema. Small right pleural effusion. No pneumothorax. Impression: Moderate pulmonary edema with small right pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,75,male,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P039_roentgen,roentgen/P039.png,roentgen/P039.png,False
P040,40,80-year-old female. PA frontal chest radiograph. Findings: Mild diffuse interstitial edema without focal lobar pneumonia. No pneumothorax. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,80,female,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P040_gemini,gemini/P040.png,gemini/P040.png,False
P040,40,80-year-old female. PA frontal chest radiograph. Findings: Mild diffuse interstitial edema without focal lobar pneumonia. No pneumothorax. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,80,female,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P040_sana,sana/P040.png,sana/P040.png,False
P040,40,80-year-old female. PA frontal chest radiograph. Findings: Mild diffuse interstitial edema without focal lobar pneumonia. No pneumothorax. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,80,female,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P040_gpt,gpt/P040.png,gpt/P040.png,False
P040,40,80-year-old female. PA frontal chest radiograph. Findings: Mild diffuse interstitial edema without focal lobar pneumonia. No pneumothorax. Impression: Mild interstitial pulmonary edema.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,80,female,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P040_roentgen,roentgen/P040.png,roentgen/P040.png,False
P041,41,83-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with bilateral vascular congestion and trace pleural effusions. Impression: Mild congestive heart failure pattern.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,83,male,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P041_gemini,gemini/P041.png,gemini/P041.png,False
P041,41,83-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with bilateral vascular congestion and trace pleural effusions. Impression: Mild congestive heart failure pattern.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,83,male,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P041_sana,sana/P041.png,sana/P041.png,False
P041,41,83-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with bilateral vascular congestion and trace pleural effusions. Impression: Mild congestive heart failure pattern.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,83,male,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P041_gpt,gpt/P041.png,gpt/P041.png,False
P041,41,83-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with bilateral vascular congestion and trace pleural effusions. Impression: Mild congestive heart failure pattern.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,83,male,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P041_roentgen,roentgen/P041.png,roentgen/P041.png,False
P042,42,87-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar edema and small left pleural effusion. No pneumothorax. Impression: Pulmonary edema with small left pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,87,female,,0,0,0,0,1,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P042_gemini,gemini/P042.png,gemini/P042.png,False
P042,42,87-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar edema and small left pleural effusion. No pneumothorax. Impression: Pulmonary edema with small left pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,87,female,,0,0,0,0,1,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P042_sana,sana/P042.png,sana/P042.png,False
P042,42,87-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar edema and small left pleural effusion. No pneumothorax. Impression: Pulmonary edema with small left pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,87,female,,0,0,0,0,1,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P042_gpt,gpt/P042.png,gpt/P042.png,False
P042,42,87-year-old female. PA frontal chest radiograph. Findings: Bilateral perihilar edema and small left pleural effusion. No pneumothorax. Impression: Pulmonary edema with small left pleural effusion.,Pulmonary edema / vascular congestion,Pulmonary edema / vascular congestion,87,female,,0,0,0,0,1,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P042_roentgen,roentgen/P042.png,roentgen/P042.png,False
P043,43,45-year-old female. PA frontal chest radiograph. Findings: Small right pleural effusion with mild adjacent basilar atelectatic opacity. No pneumothorax. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,45,female,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P043_gemini,gemini/P043.png,gemini/P043.png,False
P043,43,45-year-old female. PA frontal chest radiograph. Findings: Small right pleural effusion with mild adjacent basilar atelectatic opacity. No pneumothorax. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,45,female,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P043_sana,sana/P043.png,sana/P043.png,False
P043,43,45-year-old female. PA frontal chest radiograph. Findings: Small right pleural effusion with mild adjacent basilar atelectatic opacity. No pneumothorax. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,45,female,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P043_gpt,gpt/P043.png,gpt/P043.png,False
P043,43,45-year-old female. PA frontal chest radiograph. Findings: Small right pleural effusion with mild adjacent basilar atelectatic opacity. No pneumothorax. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,45,female,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P043_roentgen,roentgen/P043.png,roentgen/P043.png,False
P044,44,56-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion. No focal pneumonia or pneumothorax. Heart size is not enlarged. Impression: Small left pleural effusion.,Pleural effusion,Pleural effusion,56,male,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P044_gemini,gemini/P044.png,gemini/P044.png,False
P044,44,56-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion. No focal pneumonia or pneumothorax. Heart size is not enlarged. Impression: Small left pleural effusion.,Pleural effusion,Pleural effusion,56,male,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P044_sana,sana/P044.png,sana/P044.png,False
P044,44,56-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion. No focal pneumonia or pneumothorax. Heart size is not enlarged. Impression: Small left pleural effusion.,Pleural effusion,Pleural effusion,56,male,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P044_gpt,gpt/P044.png,gpt/P044.png,False
P044,44,56-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion. No focal pneumonia or pneumothorax. Heart size is not enlarged. Impression: Small left pleural effusion.,Pleural effusion,Pleural effusion,56,male,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P044_roentgen,roentgen/P044.png,roentgen/P044.png,False
P045,45,61-year-old female. PA frontal chest radiograph. Findings: Bilateral small pleural effusions with mild bibasilar atelectasis. No pneumothorax. Impression: Small bilateral pleural effusions.,Pleural effusion,Pleural effusion,61,female,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P045_gemini,gemini/P045.png,gemini/P045.png,False
P045,45,61-year-old female. PA frontal chest radiograph. Findings: Bilateral small pleural effusions with mild bibasilar atelectasis. No pneumothorax. Impression: Small bilateral pleural effusions.,Pleural effusion,Pleural effusion,61,female,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P045_sana,sana/P045.png,sana/P045.png,False
P045,45,61-year-old female. PA frontal chest radiograph. Findings: Bilateral small pleural effusions with mild bibasilar atelectasis. No pneumothorax. Impression: Small bilateral pleural effusions.,Pleural effusion,Pleural effusion,61,female,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P045_gpt,gpt/P045.png,gpt/P045.png,False
P045,45,61-year-old female. PA frontal chest radiograph. Findings: Bilateral small pleural effusions with mild bibasilar atelectasis. No pneumothorax. Impression: Small bilateral pleural effusions.,Pleural effusion,Pleural effusion,61,female,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P045_roentgen,roentgen/P045.png,roentgen/P045.png,False
P046,46,70-year-old male. PA frontal chest radiograph. Findings: Moderate right pleural effusion with right basilar compressive atelectasis. No pneumothorax. Impression: Moderate right pleural effusion.,Pleural effusion,Pleural effusion,70,male,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P046_gemini,gemini/P046.png,gemini/P046.png,False
P046,46,70-year-old male. PA frontal chest radiograph. Findings: Moderate right pleural effusion with right basilar compressive atelectasis. No pneumothorax. Impression: Moderate right pleural effusion.,Pleural effusion,Pleural effusion,70,male,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P046_sana,sana/P046.png,sana/P046.png,False
P046,46,70-year-old male. PA frontal chest radiograph. Findings: Moderate right pleural effusion with right basilar compressive atelectasis. No pneumothorax. Impression: Moderate right pleural effusion.,Pleural effusion,Pleural effusion,70,male,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P046_gpt,gpt/P046.png,gpt/P046.png,False
P046,46,70-year-old male. PA frontal chest radiograph. Findings: Moderate right pleural effusion with right basilar compressive atelectasis. No pneumothorax. Impression: Moderate right pleural effusion.,Pleural effusion,Pleural effusion,70,male,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P046_roentgen,roentgen/P046.png,roentgen/P046.png,False
P047,47,77-year-old female. PA frontal chest radiograph. Findings: Trace bilateral pleural effusions. Mild cardiomegaly. No pneumothorax. Impression: Trace bilateral pleural effusions.,Pleural effusion,Pleural effusion,77,female,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P047_gemini,gemini/P047.png,gemini/P047.png,False
P047,47,77-year-old female. PA frontal chest radiograph. Findings: Trace bilateral pleural effusions. Mild cardiomegaly. No pneumothorax. Impression: Trace bilateral pleural effusions.,Pleural effusion,Pleural effusion,77,female,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P047_sana,sana/P047.png,sana/P047.png,False
P047,47,77-year-old female. PA frontal chest radiograph. Findings: Trace bilateral pleural effusions. Mild cardiomegaly. No pneumothorax. Impression: Trace bilateral pleural effusions.,Pleural effusion,Pleural effusion,77,female,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P047_gpt,gpt/P047.png,gpt/P047.png,False
P047,47,77-year-old female. PA frontal chest radiograph. Findings: Trace bilateral pleural effusions. Mild cardiomegaly. No pneumothorax. Impression: Trace bilateral pleural effusions.,Pleural effusion,Pleural effusion,77,female,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P047_roentgen,roentgen/P047.png,roentgen/P047.png,False
P048,48,81-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion and left basilar atelectatic opacity. No pulmonary edema. Impression: Small left pleural effusion with basilar atelectasis.,Pleural effusion,Pleural effusion,81,male,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P048_gemini,gemini/P048.png,gemini/P048.png,False
P048,48,81-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion and left basilar atelectatic opacity. No pulmonary edema. Impression: Small left pleural effusion with basilar atelectasis.,Pleural effusion,Pleural effusion,81,male,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P048_sana,sana/P048.png,sana/P048.png,False
P048,48,81-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion and left basilar atelectatic opacity. No pulmonary edema. Impression: Small left pleural effusion with basilar atelectasis.,Pleural effusion,Pleural effusion,81,male,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P048_gpt,gpt/P048.png,gpt/P048.png,False
P048,48,81-year-old male. PA frontal chest radiograph. Findings: Small left pleural effusion and left basilar atelectatic opacity. No pulmonary edema. Impression: Small left pleural effusion with basilar atelectasis.,Pleural effusion,Pleural effusion,81,male,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P048_roentgen,roentgen/P048.png,roentgen/P048.png,False
P049,49,84-year-old female. PA frontal chest radiograph. Findings: Moderate left pleural effusion with mild adjacent basilar opacity. No pneumothorax. Impression: Moderate left pleural effusion.,Pleural effusion,Pleural effusion,84,female,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P049_gemini,gemini/P049.png,gemini/P049.png,False
P049,49,84-year-old female. PA frontal chest radiograph. Findings: Moderate left pleural effusion with mild adjacent basilar opacity. No pneumothorax. Impression: Moderate left pleural effusion.,Pleural effusion,Pleural effusion,84,female,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P049_sana,sana/P049.png,sana/P049.png,False
P049,49,84-year-old female. PA frontal chest radiograph. Findings: Moderate left pleural effusion with mild adjacent basilar opacity. No pneumothorax. Impression: Moderate left pleural effusion.,Pleural effusion,Pleural effusion,84,female,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P049_gpt,gpt/P049.png,gpt/P049.png,False
P049,49,84-year-old female. PA frontal chest radiograph. Findings: Moderate left pleural effusion with mild adjacent basilar opacity. No pneumothorax. Impression: Moderate left pleural effusion.,Pleural effusion,Pleural effusion,84,female,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P049_roentgen,roentgen/P049.png,roentgen/P049.png,False
P050,50,88-year-old male. PA frontal chest radiograph. Findings: Small right pleural effusion with no focal consolidation. Heart size is mildly enlarged. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,88,male,,0,0,1,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P050_gemini,gemini/P050.png,gemini/P050.png,False
P050,50,88-year-old male. PA frontal chest radiograph. Findings: Small right pleural effusion with no focal consolidation. Heart size is mildly enlarged. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,88,male,,0,0,1,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P050_sana,sana/P050.png,sana/P050.png,False
P050,50,88-year-old male. PA frontal chest radiograph. Findings: Small right pleural effusion with no focal consolidation. Heart size is mildly enlarged. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,88,male,,0,0,1,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P050_gpt,gpt/P050.png,gpt/P050.png,False
P050,50,88-year-old male. PA frontal chest radiograph. Findings: Small right pleural effusion with no focal consolidation. Heart size is mildly enlarged. Impression: Small right pleural effusion.,Pleural effusion,Pleural effusion,88,male,,0,0,1,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P050_roentgen,roentgen/P050.png,roentgen/P050.png,False
P051,51,49-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly without acute pulmonary disease.,Cardiomegaly,Cardiomegaly,49,male,,0,1,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P051_gemini,gemini/P051.png,gemini/P051.png,False
P051,51,49-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly without acute pulmonary disease.,Cardiomegaly,Cardiomegaly,49,male,,0,1,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P051_sana,sana/P051.png,sana/P051.png,False
P051,51,49-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly without acute pulmonary disease.,Cardiomegaly,Cardiomegaly,49,male,,0,1,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P051_gpt,gpt/P051.png,gpt/P051.png,False
P051,51,49-year-old male. PA frontal chest radiograph. Findings: Mild enlargement of the cardiac silhouette. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly without acute pulmonary disease.,Cardiomegaly,Cardiomegaly,49,male,,0,1,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P051_roentgen,roentgen/P051.png,roentgen/P051.png,False
P052,52,"54-year-old female. PA frontal chest radiograph. Findings: Moderate cardiomegaly. No pulmonary edema, pleural effusion, or pneumothorax. Impression: Moderate cardiomegaly.",Cardiomegaly,Cardiomegaly,54,female,,0,1,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P052_gemini,gemini/P052.png,gemini/P052.png,False
P052,52,"54-year-old female. PA frontal chest radiograph. Findings: Moderate cardiomegaly. No pulmonary edema, pleural effusion, or pneumothorax. Impression: Moderate cardiomegaly.",Cardiomegaly,Cardiomegaly,54,female,,0,1,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P052_sana,sana/P052.png,sana/P052.png,False
P052,52,"54-year-old female. PA frontal chest radiograph. Findings: Moderate cardiomegaly. No pulmonary edema, pleural effusion, or pneumothorax. Impression: Moderate cardiomegaly.",Cardiomegaly,Cardiomegaly,54,female,,0,1,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P052_gpt,gpt/P052.png,gpt/P052.png,False
P052,52,"54-year-old female. PA frontal chest radiograph. Findings: Moderate cardiomegaly. No pulmonary edema, pleural effusion, or pneumothorax. Impression: Moderate cardiomegaly.",Cardiomegaly,Cardiomegaly,54,female,,0,1,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P052_roentgen,roentgen/P052.png,roentgen/P052.png,False
P053,53,62-year-old male. PA frontal chest radiograph. Findings: Enlarged cardiac silhouette with no focal lung opacity. No pleural effusion. Impression: Cardiomegaly without edema.,Cardiomegaly,Cardiomegaly,62,male,,0,1,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P053_gemini,gemini/P053.png,gemini/P053.png,False
P053,53,62-year-old male. PA frontal chest radiograph. Findings: Enlarged cardiac silhouette with no focal lung opacity. No pleural effusion. Impression: Cardiomegaly without edema.,Cardiomegaly,Cardiomegaly,62,male,,0,1,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P053_sana,sana/P053.png,sana/P053.png,False
P053,53,62-year-old male. PA frontal chest radiograph. Findings: Enlarged cardiac silhouette with no focal lung opacity. No pleural effusion. Impression: Cardiomegaly without edema.,Cardiomegaly,Cardiomegaly,62,male,,0,1,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P053_gpt,gpt/P053.png,gpt/P053.png,False
P053,53,62-year-old male. PA frontal chest radiograph. Findings: Enlarged cardiac silhouette with no focal lung opacity. No pleural effusion. Impression: Cardiomegaly without edema.,Cardiomegaly,Cardiomegaly,62,male,,0,1,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P053_roentgen,roentgen/P053.png,roentgen/P053.png,False
P054,54,67-year-old female. PA frontal chest radiograph. Findings: Mild cardiomegaly and tortuous aorta. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly.,Cardiomegaly,Cardiomegaly,67,female,,0,1,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P054_gemini,gemini/P054.png,gemini/P054.png,False
P054,54,67-year-old female. PA frontal chest radiograph. Findings: Mild cardiomegaly and tortuous aorta. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly.,Cardiomegaly,Cardiomegaly,67,female,,0,1,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P054_sana,sana/P054.png,sana/P054.png,False
P054,54,67-year-old female. PA frontal chest radiograph. Findings: Mild cardiomegaly and tortuous aorta. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly.,Cardiomegaly,Cardiomegaly,67,female,,0,1,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P054_gpt,gpt/P054.png,gpt/P054.png,False
P054,54,67-year-old female. PA frontal chest radiograph. Findings: Mild cardiomegaly and tortuous aorta. Lungs are clear. No pleural effusion or pneumothorax. Impression: Mild cardiomegaly.,Cardiomegaly,Cardiomegaly,67,female,,0,1,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P054_roentgen,roentgen/P054.png,roentgen/P054.png,False
P055,55,71-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with mild vascular congestion but no overt pulmonary edema. Impression: Cardiomegaly with mild vascular congestion.,Cardiomegaly,Cardiomegaly,71,male,,0,1,0,0,0,0,0,0,gemini,Nano Banana,gemini,gemini-2.5-flash-image / Nano Banana,P055_gemini,gemini/P055.png,gemini/P055.png,False
P055,55,71-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with mild vascular congestion but no overt pulmonary edema. Impression: Cardiomegaly with mild vascular congestion.,Cardiomegaly,Cardiomegaly,71,male,,0,1,0,0,0,0,0,0,sana,Sana,sana,CheXGenBench Sana CXR generator,P055_sana,sana/P055.png,sana/P055.png,False
P055,55,71-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with mild vascular congestion but no overt pulmonary edema. Impression: Cardiomegaly with mild vascular congestion.,Cardiomegaly,Cardiomegaly,71,male,,0,1,0,0,0,0,0,0,gpt,ChatGPT Images 2.0,gpt,ChatGPT Images 2.0,P055_gpt,gpt/P055.png,gpt/P055.png,False
P055,55,71-year-old male. PA frontal chest radiograph. Findings: Cardiomegaly with mild vascular congestion but no overt pulmonary edema. Impression: Cardiomegaly with mild vascular congestion.,Cardiomegaly,Cardiomegaly,71,male,,0,1,0,0,0,0,0,0,roentgen,RoentGen-v2,roentgen,RoentGen-v2,P055_roentgen,roentgen/P055.png,roentgen/P055.png,False
